Key,Context,Variables,en,es,fr,pt,de,af,zu,st
"dashboard.no_pending_items","Dashboard","","No pending items","","","","","","",""
"dashboard.payments_awaiting","Dashboard","","Payments Awaiting Review","","","","","","",""
"dashboard.pending_payments","Dashboard","","Pending Payments","","","","","","",""
"dashboard.pending_registrations","Dashboard","","Pending Registrations","","","","","","",""
"dashboard.recent_activity","Dashboard","","Recent Activity","","","","","","",""
"dashboard.registration_fees","Dashboard","","Registration Fees","","","","","","",""
"dashboard.registrations_awaiting","Dashboard","","Registrations Awaiting","","","","","","",""
"dashboard.review_registrations","Dashboard","","Review Registrations","","","","","","",""
"dashboard.student_management","Dashboard","","Student Management","","","","","","",""
"dashboard.view_all_activity","Dashboard","","View All Activity","","","","","","",""
"dashboard.view_payments","Dashboard","","View Payments","","","","","","",""
"dashboard.welcome_subtitle","Dashboard","","Here's what's happening at your school today","","","","","","",""
"dashboard.live_activity_feed","Dashboard","","Live Activity Feed","","","","","","",""
"dashboard.no_school_assigned","Dashboard","","No School Assigned","","","","","","",""
"dashboard.no_data_available","Dashboard","","No school data available","","","","","","",""
"dashboard.principal","Dashboard","","Principal","","","","","","",""
"dashboard.teacher","Dashboard","","Teacher","","","","","","",""
"dashboard.school_insights","Dashboard","","School Insights","","","","","","",""
"dashboard.financial_management","Dashboard","","Financial Management","","","","","","",""
"dashboard.ai_analytics","Dashboard","","AI & Analytics","","","","","","",""
"dashboard.teaching_staff","Dashboard","","Teaching Staff","","","","","","",""
"dashboard.school_capacity","Dashboard","","School Capacity","","","","","","",""
"dashboard.students_enrolled","Dashboard","","Students Enrolled","","","","","","",""
"dashboard.budget_management","Dashboard","","Budget Management","","","","","","",""
"dashboard.petty_cash_system","Dashboard","","Petty Cash System","","","","","","",""
"dashboard.financial_reports","Dashboard","","Financial Reports","","","","","","",""
"dashboard.ai_co_principal","Dashboard","","AI Co-Principal","","","","","","",""
"dashboard.ai_content_creation","Dashboard","","AI Content Creation","","","","","","",""
"dashboard.advanced_analytics","Dashboard","","Advanced Analytics","","","","","","",""
"dashboard.announcements","Dashboard","","Announcements","","","","","","",""
"dashboard.principal_hub","Dashboard","","Principal Hub","","","","","","",""
"dashboard.aiHelpUsed","Dashboard","count","Used AI homework help {{count}} times this month","","","","","","",""
"dashboard.upgradeLimitReached","Dashboard","","Upgrade for unlimited access","","","","","","",""
"dashboard.managingChildren","Dashboard","count","Managing {{count}} child","","","","","","",""
"dashboard.managingChildrenPlural","Dashboard","count","Managing {{count}} children","","","","","","",""
"dashboard.syncStatus","Dashboard","","Synced","","","","","","",""
"dashboard.whatsapp_not_connected","Dashboard","","Not Connected","","","","","","",""
"dashboard.tierFree","Dashboard","","Free","","","","","","",""
"dashboard.tierPro","Dashboard","","Pro","","","","","","",""
"dashboard.tierEnterprise","Dashboard","","Enterprise","","","","","","",""
"dashboard.tierLabel","Dashboard","tier","{{tier}} Tier","","","","","","",""
"dashboard.upgradeHint","Dashboard","","Upgrade for more ✨","","","","","","",""
"dashboard.usageLimits","Dashboard","","Usage Limits","","","","","","",""
"dashboard.upgrade_to_premium_title","Dashboard","","🎆 Upgrade to Premium","","","","","","",""
"dashboard.upgrade_to_premium_description","Dashboard","","Unlock powerful features for your school:

• Advanced Analytics & Dashboards
• AI-Powered Insights & Recommendations
• Custom Reports & Forecasting
• Real-time Financial Tracking
• Smart Performance Analytics

Transform your school management today!","","","","","","",""
"dashboard.learn_more","Dashboard","","Learn More","","","","","","",""
"dashboard.upgrade_now","Dashboard","","Upgrade Now 🚀","","","","","","",""
"dashboard.upgrade_subtitle","Dashboard","","Get AI homework help, advanced insights, and priority support","","","","","","",""
"dashboard.later","Dashboard","","Later","","","","","","",""
"dashboard.whatsapp_not_configured","Dashboard","","School WhatsApp number not configured. Please contact support at support@edudashpro.org.za","","","","","","",""
"dashboard.announcement_send_error","Dashboard","","Unable to send announcement. Please try again.","","","","","","",""
"dashboard.announcement_send_success","Dashboard","","📢 Announcement Sent!","","","","","","",""
"dashboard.announcement_send_details","Dashboard","title, audience, count, priority, requiresResponse","""{{title}}"" has been sent to {{audience}} ({{count}} groups).

Priority: {{priority}}{{requiresResponse}}","","","","","","",""
"dashboard.response_required","Dashboard","","
⚠️ Response required","","","","","","",""
"dashboard.view_messages","Dashboard","","View Messages","","","","","","",""
"dashboard.announcement_failed","Dashboard","error","Failed to send announcement: {{error}}","","","","","","",""
"dashboard.announcement_unexpected_error","Dashboard","","An unexpected error occurred while sending the announcement.","","","","","","",""
"dashboard.general","Dashboard","","General","","","","","","",""
"dashboard.no_teachers_assigned","Dashboard","","No teachers assigned yet","","","","","","",""
"dashboard.add_teachers","Dashboard","","Add Teachers","","","","","","",""
"dashboard.financial_overview","Dashboard","","Financial Overview","","","","","","",""
"dashboard.monthly_revenue","Dashboard","","Monthly Revenue","","","","","","",""
"dashboard.net_profit","Dashboard","","Net Profit","","","","","","",""
"dashboard.petty_cash_balance","Dashboard","","Petty Cash Balance","","","","","","",""
"dashboard.monthly_expenses","Dashboard","","Monthly Expenses","","","","","","",""
"dashboard.details","Dashboard","","Details","","","","","","",""
"dashboard.ai_insights","Dashboard","","AI Insights","","","","","","",""
"dashboard.smart_analytics_recommendations","Dashboard","","Smart analytics & recommendations","","","","","","",""
"dashboard.ai_insights_smart_analytics","Dashboard","","AI Insights","","","","","","",""
"dashboard.smart_analytics_description","Dashboard","","Smart analytics & recommendations","","","","","","",""
"dashboard.upgrade","Dashboard","","Upgrade","","","","","","",""
"dashboard.need_help","Dashboard","","Need Help?","","","","","","",""
"dashboard.ai_upgrade_required_title","Dashboard","","Upgrade Required","","","","","","",""
"dashboard.ai_upgrade_required_message","Dashboard","","Your plan does not include this AI feature or your seat is not active.","","","","","","",""
"dashboard.ai_upgrade_required_cta","Dashboard","","Upgrade to use","","","","","","",""
"dashboard.ai_tools_enabled","Dashboard","","AI tools available","","","","","","",""
"dashboard.ai_tools_disabled","Dashboard","","AI tools disabled","","","","","","",""
"dashboard.ai_tools_info","Dashboard","","AI runs on a secure server. Access and usage are limited by your plan or trial.","","","","","","",""
"dashboard.ai_upgrade_nudge","Dashboard","","Unlock AI tools with Basic, Premium or Pro.","","","","","","",""
"dashboard.unlock_features","Dashboard","","Unlock more features","","","","","","",""
"dashboard.see_plans","Dashboard","","See plans","","","","","","",""
"dashboard.load_error","Dashboard","","Unable to load data. Please try again.","","","","","","",""
"dashboard.contact_support_whatsapp","Dashboard","","Contact support via WhatsApp • Get instant help","","","","","","",""
"dashboard.payment_history","Dashboard","","Payment History","","","","","","",""
"dashboard.payment_history_subtitle","Dashboard","","Browse, filter & export payment records","","","","","","",""
"dashboard.financial_overview_subtitle","Dashboard","","View revenue, expenses & cash flow trends","","","","","","",""
"dashboard.financial_reports_subtitle","Dashboard","","Generate detailed financial analysis","","","","","","",""
"dashboard.petty_cash_subtitle","Dashboard","","Manage daily expenses & cash on hand","","","","","","",""
"dashboard.class_teacher_management","Dashboard","","Class & Teacher Management","","","","","","",""
"dashboard.class_teacher_management_subtitle","Dashboard","","Assign teachers, manage classes & ratios","","","","","","",""
"dashboard.loading_profile","Dashboard","","Loading profile...","","","","","","",""
"dashboard.no_school_found_redirect","Dashboard","","No school found. Redirecting to onboarding…","","","","","","",""
"dashboard.principal_hub_load_error","Dashboard","","Unable to Load Principal Hub","","","","","","",""
"dashboard.your_school","Dashboard","","your school","","","","","","",""
